drug_name,pri_score,degree_component,weighted_component,betweenness_component,severity_component
pivmecillinam,0.211333,0.001043,0.001956,0.0,0.208333
ticarcillin,0.211333,0.001043,0.001956,0.0,0.208333
azidocillin,0.211333,0.001043,0.001956,0.0,0.208333
miltefosine,0.211333,0.001043,0.001956,0.0,0.208333
carindacillin,0.211333,0.001043,0.001956,0.0,0.208333
sultamicillin,0.211333,0.001043,0.001956,0.0,0.208333
cordycepin,0.211333,0.001043,0.001956,0.0,0.208333
temocillin,0.211333,0.001043,0.001956,0.0,0.208333
epicillin,0.211333,0.001043,0.001956,0.0,0.208333
pheneticillin,0.211333,0.001043,0.001956,0.0,0.208333
carfecillin,0.211333,0.001043,0.001956,0.0,0.208333
propicillin,0.211333,0.001043,0.001956,0.0,0.208333
clometocillin,0.211333,0.001043,0.001956,0.0,0.208333
sulbenicillin,0.211333,0.001043,0.001956,0.0,0.208333
penamecillin,0.211333,0.001043,0.001956,0.0,0.208333
talampicillin,0.211333,0.001043,0.001956,0.0,0.208333
aspoxicillin,0.211333,0.001043,0.001956,0.0,0.208333
metampicillin,0.211333,0.001043,0.001956,0.0,0.208333
novobiocin,0.2113,0.002956,0.005399,4e-06,0.202941
paramethadione,0.211211,0.005159,0.009141,1e-06,0.19691
angiotensin ii,0.210959,0.000638,0.0012,3e-05,0.209091
angiotensinamide,0.210959,0.000638,0.0012,3e-05,0.209091
dienestrol,0.210938,0.000638,0.0012,1e-05,0.209091
promestriene,0.210938,0.000638,0.0012,1e-05,0.209091
berotralstat,0.210916,0.009158,0.015361,4e-06,0.186392
agomelatine,0.210808,0.004463,0.007967,1e-06,0.198377
stanozolol,0.210629,0.001217,0.002269,0.0,0.207143
25-desacetylrifapentine,0.210568,0.00284,0.005177,0.0,0.202551
flunitrazepam,0.210544,0.005681,0.009963,3e-06,0.194898
alosetron,0.210542,0.005681,0.009963,1e-06,0.194898
fosphenytoin,0.210319,0.009448,0.015739,9e-06,0.185123
nandrolone decanoate,0.210223,0.001391,0.002582,0.0,0.20625
oritavancin,0.210212,0.006202,0.010784,2e-06,0.193224
abrocitinib,0.210175,0.005275,0.009285,1.2e-05,0.195604
bl-1020,0.210167,0.002898,0.005268,0.0,0.202
cyamemazine,0.210167,0.002898,0.005268,0.0,0.202
propiopromazine,0.210167,0.002898,0.005268,0.0,0.202
butaperazine,0.210167,0.002898,0.005268,0.0,0.202
chlorproethazine,0.210167,0.002898,0.005268,0.0,0.202
dixyrazine,0.210167,0.002898,0.005268,0.0,0.202
perphenazine enanthate,0.210167,0.002898,0.005268,0.0,0.202
biochanin a,0.209833,0.004463,0.007928,3.9e-05,0.197403
sarilumab,0.20946,0.002145,0.003925,1.2e-05,0.203378
rifamycin,0.209391,0.002782,0.005047,0.0,0.201563
"dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1h,5h)-pyrimidinedione",0.209317,0.001275,0.00236,0.0,0.205682
belladonna,0.209317,0.001275,0.00236,0.0,0.205682
remoxipride,0.209286,0.004695,0.008293,1e-06,0.196296
zopiclone,0.209241,0.005333,0.009337,6e-06,0.194565
elafibranor,0.209075,0.001623,0.002986,1e-06,0.204464
febuxostat,0.209074,0.001623,0.002986,0.0,0.204464
acotiamide,0.208999,0.00284,0.005138,0.0,0.20102
aldoxorubicin,0.208298,0.001159,0.002139,0.0,0.205
paclitaxel trevatide,0.208298,0.001159,0.002139,0.0,0.205
paclitaxel poliglumex,0.208298,0.001159,0.002139,0.0,0.205
carbenicillin,0.208298,0.001159,0.002139,0.0,0.205
exemestane,0.208298,0.001159,0.002139,0.0,0.205
larotrectinib,0.208298,0.001159,0.002139,0.0,0.205
upadacitinib,0.208298,0.001159,0.002139,0.0,0.205
"3,5-diiodotyrosine",0.20817,0.005681,0.009845,4.2e-05,0.192602
dibromotyrosine,0.20817,0.005681,0.009845,4.2e-05,0.192602
methylthiouracil,0.20817,0.005681,0.009845,4.2e-05,0.192602
benzylthiouracil,0.20817,0.005681,0.009845,4.2e-05,0.192602
thiazinam,0.208169,0.003246,0.005816,0.0,0.199107
fluphenazine,0.20815,0.004289,0.007576,1e-06,0.196284
artemisinin,0.208133,0.001333,0.002452,0.0,0.204348
meclizine,0.208101,0.005738,0.009937,1e-06,0.192424
perospirone,0.207996,0.006144,0.010576,3e-06,0.191274
calfactant,0.20799,0.003942,0.006989,0.0,0.197059
theophylline,0.207985,0.008115,0.013601,1.9e-05,0.18625
indinavir,0.2079,0.008057,0.01351,3e-06,0.186331
pipotiazine,0.207575,0.005275,0.009167,2e-06,0.193132
ambenonium,0.207429,0.00284,0.005099,0.0,0.19949
neostigmine,0.207429,0.00284,0.005099,0.0,0.19949
"1,10-phenanthroline",0.207429,0.00284,0.005099,0.0,0.19949
posiphen,0.207429,0.00284,0.005099,0.0,0.19949
lasmiditan,0.207374,0.006666,0.011358,3e-06,0.189348
entacapone,0.207361,0.004173,0.007355,0.0,0.195833
sulfapyridine,0.207299,0.002377,0.00429,2.3e-05,0.20061
azelastine,0.207096,0.008695,0.014396,5e-06,0.184
lurbinectedin,0.207019,0.001217,0.00223,0.0,0.203571
pemigatinib,0.207019,0.001217,0.00223,0.0,0.203571
regorafenib,0.206978,0.008927,0.014722,5e-05,0.183279
zolpidem,0.20631,0.007709,0.012884,3e-06,0.185714
rivastigmine,0.206116,0.004927,0.008541,0.0,0.192647
ginkgo biloba,0.206057,0.008695,0.014318,4.4e-05,0.183
estrone,0.205994,0.000754,0.001382,1.2e-05,0.203846
pyridostigmine,0.205859,0.00284,0.00506,0.0,0.197959
phenserine,0.205859,0.00284,0.00506,0.0,0.197959
ipidacrine,0.205859,0.00284,0.00506,0.0,0.197959
distigmine,0.205859,0.00284,0.00506,0.0,0.197959
quinagolide,0.205824,0.00029,0.000535,0.0,0.205
rifampin,0.205786,0.00968,0.015713,3e-06,0.180389
dapsone,0.205725,0.005623,0.009637,2e-06,0.190464
perphenazine,0.205716,0.005681,0.009728,2e-06,0.190306
fedratinib,0.205709,0.009854,0.015948,5.4e-05,0.179853
regramostim,0.205551,0.002898,0.005151,2e-06,0.1975
siltuximab,0.205297,0.007825,0.012988,3.9e-05,0.184444
loncastuximab tesirine,0.204613,0.002492,0.004434,1.3e-05,0.197674
enasidenib,0.204448,0.009738,0.015687,5e-06,0.179018
oxymetholone,0.204382,0.001565,0.002817,0.0,0.2
benzoic acid,0.204382,0.001565,0.002817,0.0,0.2
teriflunomide,0.204305,0.004927,0.008463,3.3e-05,0.190882
isoflurophate,0.204289,0.00284,0.00502,0.0,0.196429
demecarium,0.204289,0.00284,0.00502,0.0,0.196429
physostigmine,0.204289,0.00284,0.00502,0.0,0.196429
methylphosphinic acid,0.204289,0.00284,0.00502,0.0,0.196429
huperzine a,0.204289,0.00284,0.00502,0.0,0.196429
methanesulfonyl fluoride,0.204289,0.00284,0.00502,0.0,0.196429
lemborexant,0.204273,0.004927,0.008463,1e-06,0.190882
rifaximin,0.204076,0.003652,0.006377,0.0,0.194048
pirfenidone,0.203672,0.007072,0.011762,3e-06,0.184836
lefamulin,0.203483,0.007419,0.012271,4e-06,0.183789
lucinactant,0.203422,0.003942,0.006833,0.0,0.192647
propatyl nitrate,0.203305,0.005043,0.008606,0.0,0.189655
rifapentine,0.202897,0.008173,0.01334,1e-06,0.181383
dacomitinib,0.202653,0.008347,0.013575,2e-06,0.180729
leflunomide,0.202425,0.005159,0.00875,3.3e-05,0.188483
erythrityl tetranitrate,0.202403,0.005043,0.008567,0.0,0.188793
methylpropylpropanediol dinitrate,0.202403,0.005043,0.008567,0.0,0.188793
tenitramine,0.202403,0.005043,0.008567,0.0,0.188793
trolnitrate,0.202403,0.005043,0.008567,0.0,0.188793
atrasentan,0.20233,0.001739,0.00309,1e-06,0.1975
pyrimethamine,0.20233,0.001739,0.00309,0.0,0.1975
imetelstat,0.202271,0.001507,0.002686,1e-06,0.198077
brimonidine,0.202235,0.009622,0.015348,6e-06,0.177259
glofitamab,0.201833,0.007883,0.012844,3.9e-05,0.181066
darunavir,0.201691,0.008927,0.014331,2.4e-05,0.178409
curcumin,0.201669,0.008927,0.014331,2e-06,0.178409
brentuximab vedotin,0.201534,0.004927,0.008346,2.6e-05,0.188235
suvorexant,0.201529,0.004811,0.008163,1e-06,0.188554
cenobamate,0.201512,0.007361,0.012062,1e-06,0.182087
coltuximab ravtansine,0.201349,0.003826,0.006572,4.2e-05,0.190909
filgotinib,0.201222,0.001855,0.003273,0.0,0.196094
tocilizumab,0.201215,0.007535,0.012297,3.7e-05,0.181346
adalimumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
afelimomab,0.201115,0.007477,0.012206,3.7e-05,0.181395
canakinumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
golimumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
secukinumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
bimekizumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
emapalumab,0.201115,0.007477,0.012206,3.7e-05,0.181395
perampanel,0.201019,0.005854,0.009767,1e-06,0.185396
aluminium,0.200974,0.000348,0.000626,0.0,0.2
sepiapterin,0.200974,0.000348,0.000626,0.0,0.2
selinexor,0.200921,0.001623,0.002869,1e-06,0.196429
clindamycin,0.200657,0.005217,0.008763,1.1e-05,0.186667
isavuconazonium,0.200524,0.009912,0.015609,3e-06,0.175
ascorbic acid,0.200487,0.000174,0.000313,0.0,0.2
citric acid,0.200487,0.000174,0.000313,0.0,0.2
dehydroascorbic acid,0.200487,0.000174,0.000313,0.0,0.2
calcium ascorbate,0.200487,0.000174,0.000313,0.0,0.2
magnesium ascorbate,0.200487,0.000174,0.000313,0.0,0.2
niacinamide ascorbate,0.200487,0.000174,0.000313,0.0,0.2
ferrous ascorbate,0.200487,0.000174,0.000313,0.0,0.2
cethromycin,0.200302,0.005912,0.009819,1.1e-05,0.184559
avacopan,0.200279,0.001971,0.003456,0.0,0.194853
roxadustat,0.200248,0.00313,0.005359,0.001481,0.190278
isavuconazole,0.200225,0.009796,0.015426,3e-06,0.175
ave9633,0.200173,0.003826,0.006533,4.2e-05,0.189773
lorvotuzumab mertansine,0.200173,0.003826,0.006533,4.2e-05,0.189773
rifabutin,0.200132,0.003826,0.006533,0.0,0.189773
mitotane,0.200069,0.006376,0.01051,1e-06,0.183182
benzbromarone,0.199796,0.004173,0.007081,0.0,0.188542
vapreotide,0.199791,0.001739,0.003051,0.0,0.195
saracatinib,0.199791,0.001739,0.003051,0.0,0.195
umbralisib,0.19979,0.001739,0.003051,0.0,0.195
colistimethate,0.199702,0.004347,0.007355,0.0,0.188
simeprevir,0.199493,0.008173,0.013105,2.3e-05,0.178191
lanreotide,0.199337,0.005738,0.009506,1e-06,0.184091
istradefylline,0.199275,0.008579,0.013666,3e-06,0.177027
venetoclax,0.199218,0.007477,0.012088,1e-06,0.179651
givosiran,0.199198,0.00713,0.01158,1e-06,0.180488
danicopan,0.199117,0.002145,0.003729,0.0,0.193243
troleandomycin,0.199116,0.007419,0.011997,1.2e-05,0.179688
pralsetinib,0.199112,0.006202,0.010197,2e-06,0.18271
amprenavir,0.199097,0.009158,0.014461,2e-06,0.175475
revefenacin,0.198986,0.006608,0.010797,2e-06,0.181579
tenofovir alafenamide,0.198954,0.007651,0.012323,3e-06,0.178977
netupitant,0.19895,0.0091,0.01437,2e-06,0.175478
nirogacestat,0.198881,0.007304,0.011814,1e-06,0.179762
banoxantrone,0.198839,0.001855,0.003234,0.0,0.19375
tucatinib,0.198834,0.007593,0.012232,1e-06,0.179008
rucaparib,0.198718,0.007825,0.012558,2e-06,0.178333
selumetinib,0.198224,0.006956,0.011267,1e-06,0.18
epcoritamab,0.198222,0.007593,0.012192,2e-06,0.178435
axitinib,0.198011,0.00684,0.011084,3e-06,0.180085
miconazole,0.197928,0.008695,0.013731,2e-06,0.1755
delavirdine,0.197755,0.008405,0.013314,1e-06,0.176034
lorlatinib,0.197743,0.003884,0.006546,0.0,0.187313
momelotinib,0.197681,0.002029,0.003508,1e-06,0.192143
dydrogesterone,0.197672,0.004058,0.00682,9e-06,0.186786
stanolone,0.197669,0.004058,0.00682,5e-06,0.186786
pexidartinib,0.197664,0.004521,0.00755,1.6e-05,0.185577
adefovir dipivoxil,0.197664,0.004579,0.007641,0.0,0.185443
hydrolyzed cephalothin,0.197623,0.004289,0.007185,0.0,0.186149
cephalothin group,0.197623,0.004289,0.007185,0.0,0.186149
adefovir,0.197623,0.004289,0.007185,0.0,0.186149
midostaurin,0.197488,0.00655,0.010628,1e-06,0.18031
prasterone sulfate,0.197467,0.002492,0.004277,0.0,0.190698
oxandrolone,0.197467,0.002492,0.004277,0.0,0.190698
etanercept,0.197372,0.007188,0.011554,2e-06,0.178629
anakinra,0.197372,0.007188,0.011554,2e-06,0.178629
abatacept,0.197372,0.007188,0.011554,2e-06,0.178629
rilonacept,0.197372,0.007188,0.011554,2e-06,0.178629
ensartinib,0.197353,0.002087,0.003599,0.0,0.191667
sotorasib,0.197335,0.00684,0.011045,1e-06,0.179449
gefitinib,0.197286,0.006434,0.010445,1e-06,0.180405
idelalisib,0.197159,0.005217,0.008606,2e-06,0.183333
lansoprazole,0.197132,0.007072,0.011371,1e-06,0.178689
josamycin,0.196898,0.002666,0.004551,7e-06,0.189674
tilmicosin,0.196898,0.002666,0.004551,7e-06,0.189674
tylosin,0.196898,0.002666,0.004551,7e-06,0.189674
tylvalosin,0.196898,0.002666,0.004551,7e-06,0.189674
mepartricin,0.196898,0.002666,0.004551,7e-06,0.189674
atovaquone,0.196892,0.002666,0.004551,0.0,0.189674
proguanil,0.196867,0.005681,0.009298,1e-06,0.181888
vadimezan,0.196774,0.002203,0.003782,0.0,0.190789
treosulfan,0.196774,0.002203,0.003782,0.0,0.190789
butyrfentanyl,0.196741,0.003594,0.006051,0.0,0.187097
nevirapine,0.196736,0.007477,0.011932,2e-06,0.177326
estriol,0.196582,0.004058,0.006781,2.9e-05,0.185714
1-testosterone,0.196573,0.003942,0.006598,4e-06,0.186029
4-hydroxytestosterone,0.196573,0.003942,0.006598,4e-06,0.186029
boldenone,0.196573,0.003942,0.006598,4e-06,0.186029
calusterone,0.196573,0.003942,0.006598,4e-06,0.186029
testosterone enantate benzilic acid hydrazone,0.196573,0.003942,0.006598,4e-06,0.186029
trestolone acetate,0.196573,0.003942,0.006598,4e-06,0.186029
testosterone succinate,0.196563,0.004,0.00669,4e-06,0.18587
sn-38,0.196518,0.002261,0.003873,0.0,0.190385
repotrectinib,0.196512,0.00597,0.009715,1e-06,0.180825
eltrombopag,0.196345,0.005217,0.008567,6e-05,0.1825
talazoparib,0.196283,0.002319,0.003964,0.0,0.19
ozanimod,0.196283,0.002319,0.003964,0.0,0.19
erdafitinib,0.19615,0.005738,0.00935,1e-06,0.181061
tafenoquine,0.196096,0.005043,0.008293,1e-06,0.182759
belzutifan,0.196066,0.002377,0.004055,0.0,0.189634
asunaprevir,0.196046,0.008173,0.012871,3e-06,0.175
flucloxacillin,0.195912,0.00313,0.005281,1e-06,0.1875
quinacrine,0.195912,0.00313,0.005281,0.0,0.1875
bempedoic acid,0.195879,0.007361,0.01171,3.6e-05,0.176772
remibrutinib,0.195867,0.002435,0.004147,0.0,0.189286
somatrogon,0.195856,0.006434,0.010367,1e-06,0.179054
osimertinib,0.195808,0.005507,0.008985,1e-06,0.181316
dolutegravir,0.1958,0.003246,0.005464,3.7e-05,0.187054
miocamycin,0.195709,0.003304,0.005555,8e-06,0.186842
piperaquine,0.195648,0.004521,0.007472,1e-06,0.183654
prasterone,0.195611,0.004463,0.007381,1e-06,0.183766
alpelisib,0.195566,0.005333,0.008711,1e-06,0.181522
candicidin,0.19553,0.003536,0.00592,8e-06,0.186066
phenylbutyric acid,0.195522,0.003536,0.00592,1e-06,0.186066
silibinin,0.195518,0.00255,0.004329,1e-06,0.188636
lazertinib,0.195517,0.00255,0.004329,1e-06,0.188636
fruquintinib,0.195488,0.005275,0.008619,1e-06,0.181593
quinestrol,0.195471,0.004058,0.006742,2.9e-05,0.184643
artenimol,0.195451,0.00371,0.006194,0.0,0.185547
genistein,0.195266,0.005101,0.008346,1e-06,0.181818
enfortumab vedotin,0.195222,0.002666,0.004512,0.0,0.188043
futibatinib,0.195222,0.002666,0.004512,0.0,0.188043
icotinib,0.195094,0.002724,0.004603,0.0,0.187766
lonafarnib,0.195019,0.007535,0.011906,1e-06,0.175577
asciminib,0.194993,0.004869,0.007981,1e-06,0.182143
dexlansoprazole,0.194985,0.002145,0.003651,0.0,0.189189
abiraterone,0.194979,0.005507,0.008945,0.0,0.180526
afatinib,0.194977,0.002782,0.004694,1e-06,0.1875
elacestrant,0.194977,0.002782,0.004694,1e-06,0.1875
voclosporin,0.194871,0.00284,0.004786,0.0,0.187245
anastrozole,0.194776,0.002898,0.004877,1e-06,0.187
sonidegib,0.194775,0.002898,0.004877,0.0,0.187
brigatinib,0.194753,0.004637,0.007615,1e-06,0.1825
lonapegsomatropin,0.194712,0.001739,0.002973,0.0,0.19
cobimetinib,0.1947,0.004579,0.007524,2e-06,0.182595
capmatinib,0.194699,0.004579,0.007524,1e-06,0.182595
brefeldin a,0.194607,0.004463,0.007342,1e-05,0.182792
abemaciclib,0.194598,0.004463,0.007342,1e-06,0.182792
benzylpenicillin,0.194591,0.004405,0.00725,4e-05,0.182895
tepotinib,0.194507,0.004347,0.007159,1e-06,0.183
binimetinib,0.194507,0.004347,0.007159,1e-06,0.183
duvelisib,0.194466,0.004289,0.007068,1e-06,0.183108
iptacopan,0.194457,0.005159,0.008398,1e-06,0.180899
tivozanib,0.194431,0.003188,0.005333,1e-06,0.185909
belumosudil,0.194431,0.003188,0.005333,0.0,0.185909
copanlisib,0.194392,0.004173,0.006885,0.0,0.183333
infigratinib,0.194385,0.003246,0.005425,0.0,0.185714
9-aminocamptothecin,0.194385,0.003246,0.005425,0.0,0.185714
vitamin e,0.194369,0.005623,0.009089,1.8e-05,0.179639
formononetin,0.194335,0.004,0.006611,2.9e-05,0.183696
capivasertib,0.194316,0.003362,0.005607,2e-06,0.185345
midecamycin,0.194315,0.004,0.006611,9e-06,0.183696
ripretinib,0.194315,0.003362,0.005607,1e-06,0.185345
alectinib,0.194315,0.003362,0.005607,1e-06,0.185345
zanubrutinib,0.194314,0.003362,0.005607,0.0,0.185345
cabozantinib,0.194307,0.004,0.006611,1e-06,0.183696
vinflunine,0.194307,0.004,0.006611,0.0,0.183696
neratinib,0.194268,0.003884,0.006429,0.0,0.183955
dirithromycin,0.194261,0.003536,0.005881,8e-06,0.184836
epothilone d,0.194261,0.003536,0.005881,8e-06,0.184836
patupilone,0.194261,0.003536,0.005881,8e-06,0.184836
6-deoxyerythronolide b,0.194261,0.003536,0.005881,8e-06,0.184836
kos-1584,0.194261,0.003536,0.005881,8e-06,0.184836
mitemcinal,0.194261,0.003536,0.005881,8e-06,0.184836
solithromycin,0.194261,0.003536,0.005881,8e-06,0.184836
kitasamycin,0.194261,0.003536,0.005881,8e-06,0.184836
carbomycin,0.194261,0.003536,0.005881,8e-06,0.184836
eprinomectin,0.194261,0.003536,0.005881,8e-06,0.184836
oleandomycin,0.194261,0.003536,0.005881,8e-06,0.184836
selamectin,0.194261,0.003536,0.005881,8e-06,0.184836
tildipirosin,0.194261,0.003536,0.005881,8e-06,0.184836
bryostatin 1,0.194261,0.003536,0.005881,8e-06,0.184836
epofolate,0.194261,0.003536,0.005881,8e-06,0.184836
sagopilone,0.194261,0.003536,0.005881,8e-06,0.184836
flurithromycin,0.194261,0.003536,0.005881,8e-06,0.184836
rokitamycin,0.194261,0.003536,0.005881,8e-06,0.184836
darolutamide,0.194241,0.00371,0.006155,2e-06,0.184375
bicalutamide,0.19424,0.003652,0.006064,0.0,0.184524
lumacaftor,0.194151,0.007188,0.011358,1e-06,0.175605
vadadustat,0.194104,0.007419,0.011684,1e-06,0.175
satralizumab,0.193657,0.007246,0.01141,1e-06,0.175
boceprevir,0.193563,0.006028,0.00965,1e-06,0.177885
equol,0.193209,0.004,0.006572,2.9e-05,0.182609
vorasidenib,0.19318,0.002956,0.004929,0.0,0.185294
cobicistat,0.193143,0.006782,0.010719,2e-06,0.175641
dexfenfluramine,0.193045,0.004811,0.007811,1e-06,0.180422
ivacaftor,0.19291,0.006956,0.010954,0.0,0.175
sulfaphenazole,0.192608,0.005101,0.008228,1.7e-05,0.179261
rilzabrutinib,0.192463,0.006782,0.01068,1e-06,0.175
ritlecitinib,0.192425,0.006492,0.010263,1e-06,0.17567
telaprevir,0.192313,0.006724,0.010589,0.0,0.175
omeprazole,0.192173,0.001739,0.002934,0.0,0.1875
zeranol,0.192083,0.004,0.006533,2.9e-05,0.181522
moxestrol,0.192083,0.004,0.006533,2.9e-05,0.181522
omaveloxolone,0.192042,0.006028,0.009571,0.0,0.176442
mibolerone,0.192005,0.003942,0.006442,4e-06,0.181618
phenacetin,0.191866,0.00655,0.010315,1e-06,0.175
belantamab mafodotin,0.191768,0.003594,0.005894,2.2e-05,0.182258
mitapivat,0.191743,0.004579,0.007407,1e-05,0.179747
dasabuvir,0.191717,0.006492,0.010223,1e-06,0.175
vonoprazan,0.191697,0.002898,0.004799,0.0,0.184
abametapir,0.191567,0.006434,0.010132,1e-06,0.175
telotristat ethyl,0.191567,0.006434,0.010132,0.0,0.175
sulfamethizole,0.191486,0.001913,0.003208,2e-06,0.186364
sulfamoxole,0.191486,0.001913,0.003208,2e-06,0.186364
elagolix,0.19112,0.00626,0.009858,1e-06,0.175
danazol,0.191119,0.00626,0.009858,1e-06,0.175
sevabertinib,0.190969,0.006202,0.009767,0.0,0.175
tibolone,0.190957,0.004,0.006494,2.9e-05,0.180435
epimestrol,0.190957,0.004,0.006494,2.9e-05,0.180435
dexrabeprazole,0.190888,0.001449,0.002438,0.0,0.187
osilodrostat,0.190821,0.006144,0.009676,1e-06,0.175
allantoin,0.190785,0.00029,0.000496,0.0,0.19
liothyronine i-131,0.190785,0.00029,0.000496,0.0,0.19
elvitegravir,0.190714,0.005796,0.009167,0.0,0.17575
ditiocarb,0.190714,0.005796,0.009167,0.0,0.17575
danoprevir,0.190572,0.005738,0.009076,0.0,0.175758
armodafinil,0.190335,0.004869,0.007785,3e-06,0.177679
telisotuzumab vedotin,0.190256,0.002608,0.004303,1.1e-05,0.183333
esomeprazole,0.190245,0.002608,0.004303,0.0,0.183333
ospemifene,0.189776,0.005738,0.009037,1e-06,0.175
metreleptin,0.189775,0.005738,0.009037,0.0,0.175
aprepitant,0.189775,0.005738,0.009037,0.0,0.175
modafinil,0.189758,0.004579,0.007329,2e-06,0.177848
curcumin sulfate,0.189627,0.005681,0.008945,1e-06,0.175
fosnetupitant,0.189626,0.005681,0.008945,0.0,0.175
carbocromen,0.189355,0.001159,0.001943,3e-06,0.18625
erythropoietin,0.189353,0.001159,0.001943,0.0,0.18625
voxilaprevir,0.189329,0.005565,0.008763,1e-06,0.175
choline,0.188966,0.001217,0.002034,0.0,0.185714
histamine,0.188966,0.001217,0.002034,0.0,0.185714
promegestone,0.188787,0.004058,0.006507,9e-06,0.178214
nitrate,0.188669,0.002261,0.003716,0.0,0.182692
rolapitant,0.187985,0.005043,0.007941,0.0,0.175
diacerein,0.187835,0.004985,0.00785,0.0,0.175
rhein,0.187835,0.004985,0.00785,0.0,0.175
raloxifene,0.187745,0.00342,0.005503,9e-06,0.178814
seladelpar,0.187575,0.003304,0.00532,3e-06,0.178947
daclatasvir,0.187434,0.003942,0.006285,1e-06,0.177206
paritaprevir,0.187388,0.004811,0.007576,1e-06,0.175
etravirine,0.187233,0.004347,0.006885,0.0,0.176
cinacalcet,0.18694,0.004637,0.007302,0.0,0.175
dovitinib,0.186792,0.004579,0.007211,1e-06,0.175
seratrodast,0.186791,0.004579,0.007211,0.0,0.175
elexacaftor,0.186642,0.004521,0.00712,1e-06,0.175
albendazole,0.186642,0.004521,0.00712,1e-06,0.175
quercetin,0.186642,0.004521,0.00712,0.0,0.175
bicifadine,0.186641,0.004521,0.00712,0.0,0.175
medrogestone,0.186566,0.004058,0.006429,9e-06,0.176071
zafirlukast,0.186558,0.004058,0.006429,0.0,0.176071
quingestanol acetate,0.186428,0.00342,0.005464,2e-06,0.177542
pretomanid,0.186343,0.004405,0.006937,1e-06,0.175
velpatasvir,0.186343,0.004405,0.006937,1e-06,0.175
delamanid,0.186291,0.003942,0.006246,0.0,0.176103
beractant,0.186291,0.003942,0.006246,0.0,0.176103
zileuton,0.186194,0.004347,0.006846,0.0,0.175
vicriviroc,0.186194,0.004347,0.006846,0.0,0.175
voxelotor,0.186047,0.004289,0.006755,3e-06,0.175
praziquantel,0.185895,0.004231,0.006663,0.0,0.175
omega-3 fatty acids,0.185895,0.004231,0.006663,0.0,0.175
avasimibe,0.185894,0.003768,0.005972,0.0,0.176154
letermovir,0.185746,0.004173,0.006572,1e-06,0.175
piperazine,0.185632,0.003652,0.00579,0.0,0.17619
