drugbank_id,name,type,cas_number,unii,atc_codes,groups,indication,mechanism_of_action,smiles,inchi_key,molecular_weight,logp,pubchem_cid,chembl_id,kegg_id
DB12332,Rucaparib,small molecule,283173-50-2,8237F3U7EH,L01XK03,approved|investigational,"Rucaparib is indicated for the maintenance treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)- associated recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy.[L44572]

Under accelerated approval by the FDA, rucaparib is also indicated for the treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor-directed therapy and a taxane-based chemotherapy.[L44572]","PARPs play a role in DNA repair by activating DNA damage response pathways, such as base excision repair, and facilitating DNA repair. PARPs were evaluated as novel anticancer therapeutic targets after discovering that PARP-1 inhibitors reduce tumour growth in BRCA-deficient cancers.[A18745] BRCA1 and BRCA2 are tumour suppressor genes involved in various cellular processes related to cell growth and death, including DNA repair.[A249195] More specifically, BRCA1 and BRCA2 are involved in homologous recombination (HR) DNA repair. Cancer cells with a deleterious BRCA mutation are HR-deficient, resulting in unregulated and aberrant cell repair and growth.[A18745]

Rucaparib inhibits PARP1, PARP2, and PARP3.[L42155] Inhibiting PARP traps the enzyme on damaged DNA, halting the repair process and forming toxic PARP–DNA complexes. Alternatively, other DNA repair processes such as error-prone nonhomologous end joining (NHEJ) or alternative end-joining pathways can be initiated, leading to mut",CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,HMABYWSNWIZPAG-UHFFFAOYSA-N,323.371,2.45,9931954,CHEMBL1173055,D10079
DB12335,Tanezumab,biotech,880266-57-9,EQL0E9GCX1,N02BG12,investigational,,,,,,,,,
DB12338,Carisbamate,small molecule,194085-75-1,P7725I9V3Z,N03AX19,investigational,,,NC(=O)OC[C@@H](O)C1=CC=CC=C1Cl,OLBWFRRUHYQABZ-MRVPVSSYSA-N,215.63,1.29,6918474,CHEMBL2087003,
DB12339,Radezolid,small molecule,869884-78-6,53PC6LO35W,,investigational,,,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,BTTNOGHPGJANSW-IBGZPJMESA-N,438.463,1.29,11224409,CHEMBL455461,
DB12340,Navitoclax,small molecule,923564-51-6,XKJ5VVK2WD,L01XX78,investigational,,"Navitoclax targets the Bcl-2 family of proteins, the major negative regulators of apoptosis. The Bcl-2 proteins, including Bcl-2, Bcl-xL, and Bcl-w, work by binding to two other groups of proteins-the executioners (Bax, Bak) that actually start the destruction pathway, and the sentinel proteins. Cancer cells frequently overexpress the Bcl-2-like proteins, and thus, when they sustain DNA damage-from radiation, for example-they continue growing. Preventing the Bcl-2-like proteins from binding to the executioners might be able to trigger cell death in the tumor.",[H][C@@](CCN1CCOCC1)(CSC1=CC=CC=C1)NC1=C(C=C(C=C1)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=C(CCC(C)(C)C2)C2=CC=C(Cl)C=C2)CC1)S(=O)(=O)C(F)(F)F,JLYAXFNOILIKPP-KXQOOQHDSA-N,974.613,7.93,24978538,CHEMBL443684,
DB12342,Ensituximab,biotech,1092658-06-4,F988K568V2,,investigational,,,,,,,,,
DB12343,Temocillin,small molecule,66148-78-5,03QB156W6I,J01CR50|J01CA17,approved|investigational|withdrawn,,,CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,BVCKFLJARNKCSS-DWPRYXJFSA-N,414.45,1.2,171758,CHEMBL1276310,
DB12344,Fezakinumab,biotech,1007106-86-6,0S77U25XZ3,,investigational,,,,,,,,,
DB12352,Bizelesin,small molecule,129655-21-6,L0O9OBI87E,,investigational,,,CC1=CNC2=C(O)C=C3N(C[C@@H](CCl)C3=C12)C(=O)C1=CC2=CC(NC(=O)NC3=CC=C4NC(=CC4=C3)C(=O)N3C[C@@H](CCl)C4=C5C(C)=CNC5=C(O)C=C34)=CC=C2N1,FONKWHRXTPJODV-DNQXCXABSA-N,815.71,6.41,60794,CHEMBL284642,
DB12361,Piclozotan,small molecule,182415-09-4,FQE44HS7AH,,investigational,,,ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1,URMTUEWUIGOJBW-UHFFFAOYSA-N,409.91,3.75,9801640,CHEMBL345237,
DB12363,Dusigitumab,biotech,1204390-13-5,0Z70DT5PRX,,investigational,,,,,,,,,
DB12364,Betrixaban,small molecule,330942-05-7,74RWP7W0J9,B01AF04,approved,Betrixaban is indicated for prophylaxis of venous thromboembolism (VTE) in conditions of moderate to severe restricted mobility or in patients that qualify as in risk of VTE.,Betrixaban is a cofactor-independent direct inhibitor of the Factor Xa and inhibits free and prothrombinase-bound Factor Xa [A7708].,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,XHOLNRLADUSQLD-UHFFFAOYSA-N,451.91,3.03,10275777,CHEMBL512351,
DB12371,Siponimod,small molecule,1230487-00-9,RR6P8L282I,L04AE03,approved|investigational,"This drug is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease in adults [FDA label].","Inflammation of the white and gray matter tissues in the central nervous system caused by localized immune cell infiltration and their cytokines are the initial cause of damage in MS. B lymphocytes and their cytokines are other factors in the pathogenesis of MS. Lymphotoxin [or transforming growth factor beta (TGF-β)] and TNF-α produced by these cells encourage inflammation [A176474]. The S1P receptor is an important receptor related to the function of lymphocytes and can be found in the central nervous system [A176492].  S1P receptor (S1PR) signaling is associated with a wide variety of physiological processes for lymphocytes, including their egress and recirculation [A176486, A176489]. 

Siponimod is classified as a sphingosine-1-phosphate (S1P) receptor modulator. Siponimod binds with high affinity to both S1P receptors 1 and 5. This drug blocks the ability of lymphocytes to release from the lymph nodes, decreasing the number of lymphocytes found in the peripheral blood. The mecha",CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,KIHYPELVXPAIDH-HNSNBQBZSA-N,516.605,4.31,44599207,CHEMBL2336071,
DB12376,Ricolinostat,small molecule,1316214-52-4,WKT909C62B,,investigational,,,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,QGZYDVAGYRLSKP-UHFFFAOYSA-N,433.512,3.65,53340666,CHEMBL2364628,
DB12377,Relebactam,small molecule,1174018-99-5,1OQF7TT3PF,J01DH56,approved,"Relebactam is indicated in combination with [imipenem] and [cilastatin] for the treatment of complicated urinary tract infections (including pyelonephritis), and complicated intra-abdominal infections caused by susceptible organisms in adults.[label]","Relebactam is a beta-lactamase inhibitor known to inhibit many types of beta-lactamases including Ambler class A and Ambler class C enzymes, helping to prevent [imipenem] from degrading in the body.[label,A181189,A181192,A181195] Similar to the structurally-related [avibactam], first, relebactam binds non-covalently to a beta-lactamase binding site, then, it covalently acylates the serine residue in the active site of the enzyme.[A181120,A181195,A187964] In contrast to some other beta-lactamase inhibitors, once relebactam de-acylates from the active site, it can reform it's 5 membered ring and is capable of rebinding to target enzymes.[A181195]",OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,SMOBCLHAZXOKDQ-ZJUUUORDSA-N,348.37,-3.1,44129647,CHEMBL3112741,
DB12379,Indirubin,small molecule,479-41-4,1LXW6D3W2Z,,investigational,,,O=C1NC2=C(C=CC=C2)\C1=C1/NC2=C(C=CC=C2)C1=O,CRDNMYFJWFXOCH-BUHFOSPRSA-N,262.268,2.43,5359405,,
DB12381,Merestinib,small molecule,1206799-15-6,5OGS5K699E,,investigational,,,CN1N=CC2=CC(OC3=C(F)C=C(NC(=O)C4=CC=C(C)N(C4=O)C4=CC=C(F)C=C4)C=C3)=C(C=C12)C1=CNN=C1,QHADVLVFMKEIIP-UHFFFAOYSA-N,552.5309,4.31,44603533,CHEMBL3545307,
DB12382,R-306465,small molecule,604769-01-9,5WD7KK1IIQ,,investigational,,,ONC(=O)C1=CN=C(N=C1)N1CCN(CC1)S(=O)(=O)C1=CC2=CC=CC=C2C=C1,MUTBJZVSRNUIHA-UHFFFAOYSA-N,413.45,1.36,10309899,CHEMBL609583,
DB12385,10-hydroxycamptothecin,small molecule,19685-09-7,9Z01632KRV,,experimental,,,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=CC1=C3)C2=O,HAWSQZCWOQZXHI-FQEVSTJZSA-N,364.357,0.92,97226,CHEMBL273862,C17939
DB12386,Bacillus calmette-guerin substrain danish 1331 live antigen,biotech,,4CGF0IDN3W,,investigational,,,,,,,,,
DB12387,OSI-027,small molecule,936890-98-1,25MKH1SZ0M,,investigational,,,COC1=C2NC(=CC2=CC=C1)C1=C2N(N=CN=C2N)C(=N1)[C@H]1CC[C@@H](CC1)C(O)=O,JROFGZPOBKIAEW-HAQNSBGRSA-N,406.446,2.48,72698550,CHEMBL3120215,
DB12390,Seladelpar,small molecule,851528-79-5,7C00L34NB9,A05AX07,approved|investigational,"Seladelpar is indicated for the treatment of primary biliary cholangitis (PBC) in combination with [ursodeoxycholic acid] (UDCA) in adults who have had an inadequate response to UDCA, or as monotherapy in patients unable to tolerate UDCA.[L51149] 

This indication is approved under accelerated approval and is subject to change. Use of seladelpar is not recommended in patients who have or develop decompensated cirrhosis (e.g., ascites, variceal bleeding, hepatic encephalopathy).[L51149]","Peroxisome proliferator-activated receptors (PPARs) belong to the nuclear hormone receptor superfamily with three members - PPAR-alpha (α), PPAR-delta (δ), and PPAR-gamma (γ).[A264234] Each PPAR plays a role in maintaining energy homeostasis and metabolic function, such as fatty acid metabolism, bile acid synthesis, and adipocyte differentiation.[A264239] In chronic liver disorders such as PBC and nonalcoholic steatohepatitis (NASH), changes in bile acid composition and increased systemic bile acids are observed.[A264234] 

Seladelpar is a PPAR-delta agonist; however, the mechanism by which seladelpar exerts its therapeutic effects in patients with PBC is not well understood. Pharmacological activity that is potentially relevant to therapeutic effects includes inhibition of bile acid synthesis through activation of PPARδ.[L51149] Published studies show that PPARδ activation by seladelpar reduces bile acid synthesis through induction of Fibroblast Growth Factor 21 (FGF21) to activate ",CCO[C@H](COC1=CC=C(C=C1)C(F)(F)F)CSC1=CC=C(OCC(O)=O)C(C)=C1,JWHYSEDOYMYMNM-QGZVFWFLSA-N,444.47,5.07,11236126,CHEMBL230158,
DB12391,Sagopilone,small molecule,305841-29-6,KY72JU32FO,,investigational,,"Epothilones are a new class of cytotoxic agents that induce tubulin polymerization. Sagopilone, the only fully synthetic, third-generation analogue of epothilone B, is a highly potent tubulin stabilizer that has shown substantial preclinical antitumor activity, including against taxane-resistant models.",C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](CC=C)[C@H]1O)C1=CC=C2SC(C)=NC2=C1,BFZKMNSQCNVFGM-UCEYFQQTSA-N,543.72,5.1,11284169,CHEMBL2304041,
DB12395,Esreboxetine,small molecule,98819-76-2,L8S50ZY490,,investigational,,,[H][C@]1(CNCCO1)[C@@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,CBQGYUDMJHNJBX-OALUTQOASA-N,313.3908,3.28,65856,CHEMBL180101,
DB12396,Fresolimumab,biotech,948564-73-6,375142VBIA,,investigational,,,,,,,,,
DB12399,Polmacoxib,small molecule,301692-76-2,IJ34D6YPAO,M01AH07,investigational,,,CC1(C)OC(=C(C1=O)C1=CC=CC(F)=C1)C1=CC=C(C=C1)S(N)(=O)=O,IJWPAFMIFNSIGD-UHFFFAOYSA-N,361.39,2.94,9841854,CHEMBL166863,
DB12401,Bromperidol,small molecule,10457-90-6,LYH6F7I22E,N05AD06,approved|withdrawn,,,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,RKLNONIVDFXQRX-UHFFFAOYSA-N,420.322,3.83,2448,CHEMBL28218,
DB12404,Remimazolam,small molecule,308242-62-8,7V4A8U16MB,N05CD14,approved|investigational,Remimazolam is indicated for the induction and maintenance of procedural sedation in adults undergoing procedures lasting 30 minutes or less.[L14647],"Like other benzodiazepines, remimazolam exerts its therapeutic effects by potentiating the effect of gamma-aminobutyric acid (GABA) on GABA(A) receptors, the main inhibitory neurotransmitter receptors in the mammalian brain.[A198957] GABA(A) receptors are a component of GABA-gated ionotropic chloride channels that produce inhibitory postsynaptic potentials - following activation by GABA, the channel undergoes a conformational change that allows the passage of chloride ions through the channel. The inhibitory potentials produced by GABA neurotransmission play an integral role in the suppression and control of epileptiform nerve firing such as that seen in epilepsy, which makes the GABA system a desirable target in the treatment of epilepsy.

Benzodiazepines are positive allosteric modulators of GABA(A) function. They bind to the interface between alpha (α) and gamma (γ) subunits on the receptor, commonly referred to as the benzodiazepine binding site, and modulate the receptor such th",COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12,CYHWMBVXXDIZNZ-KRWDZBQOSA-N,439.313,3.75,9867812,CHEMBL4297526,
DB12406,Lisofylline,small molecule,100324-81-0,L1F2Q2X956,,investigational,,,C[C@@H](O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,NSMXQKNUPPXBRG-SECBINFHSA-N,280.328,0.2,501254,CHEMBL1411,
DB12409,Vatreptacog alfa,biotech,897936-89-9,2F6ZF5WYCC,,investigational,,,,,,,,,
DB12412,Gemigliptin,small molecule,911637-19-9,5DHU18M5D6,A10BH06|A10BH52|A10BD18|A10BD30,investigational,,,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(C1)N=C(N=C2C(F)(F)F)C(F)(F)F,ZWPRRQZNBDYKLH-VIFPVBQESA-N,489.37,1.72,11953153,CHEMBL3707235,
DB12413,Indusatumab vedotin,biotech,1514889-12-3,3F0FR4W3H8,,investigational,,,,,,,,,
DB12416,VTP-27999,small molecule,942142-51-0,254XY8NV84,,investigational,,,[H][C@]1(CCCN(C1)C(=O)NC[C@H](C[C@H]1CCCOC1)NC)[C@@H](OCCNC(=O)OC)C1=CC=CC(Cl)=C1,NXWASIVXQMMPLM-ZXMXYHOLSA-N,525.081,2.36,16126898,CHEMBL1276678,
DB12417,Anagliptin,small molecule,739366-20-2,K726J96838,,investigational,,,CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,LDXYBEHACFJIEL-HNNXBMFYSA-N,383.456,-0.54,44513473,CHEMBL1929396,
DB12422,Sulforaphane,small molecule,142825-10-3,GA49J4310U,,investigational,,,C[S@@](=O)CCCCN=C=S,SUVMJBTUFCVSAD-SNVBAGLBSA-N,177.28,0.22,9577379,CHEMBL128136,
DB12425,Liothyronine I-131,small molecule,20196-64-9,86AZ0G22V2,,investigational,,,N[C@@H](CC1=CC([131I])=C(OC2=CC([131I])=C(O)C=C2)C([131I])=C1)C(O)=O,AUYYCJSJGJYCDS-UMVFHIKJSA-N,662.982,2.8,23724940,CHEMBL2106622,
DB12427,Orvepitant,small molecule,579475-18-6,IIU6V0W3JD,,investigational,,,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=CC=C(F)C=C1C)N1CCN2[C@@H](CCC2=O)C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,XWNBGDJPEXZSQM-VZOBGQTKSA-N,628.636,5.26,9852175,CHEMBL2105667,
DB12431,Muplestim,biotech,148641-02-5,A802907MI4,,investigational,,,,,,,,,
DB12445,Nitroaspirin,small molecule,175033-36-0,EH04H13L6B,,investigational,,,CC(=O)OC1=CC=CC=C1C(=O)OC1=CC=CC(CO[N+]([O-])=O)=C1,IOJUJUOXKXMJNF-UHFFFAOYSA-N,331.28,3.17,119032,CHEMBL374385,
DB12455,Omadacycline,small molecule,389139-89-3,090IP5RV8F,J01AA15|J01AA20,approved,Omadacycline is indicated for the treatment of community acquired bacterial pneumonia and acute bacterial skin and skin structure infections caused by omadacycline-susceptible organisms in adults.[FDA Label],"Omadacycline binds to the primary tetracycline binding site on the bacterial 30s ribosomal subunit with high specificity.[A39783] There it acts to block protein synthesis, disrupting many facets of cellular function and resulting in either cell death or stasis.[A39766,A39781,A39782]",[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,JEECQCWWSTZDCK-IQZGDKDPSA-N,556.66,-2.2,54697325,CHEMBL1689772,
DB12456,Bococizumab,biotech,1407495-02-6,45M75JVK38,,investigational,,,,,,,,,
DB12457,Rimegepant,small molecule,1289023-67-1,997WVV895X,N02CD06,approved|investigational,Rimegepant is indicated for the acute treatment of migraine with or without aura in adults. Rimegepant is also indicated for the prevention of episodic migraine in adults.[L11971],"The currently accepted theory of migraine pathophysiology considers dysfunction of the central nervous system, in particular the trigeminal ganglion, to be the root cause behind the condition.[A189207] Activation of the trigeminal ganglion triggers the stimulation of trigeminal afferents that project to the spinal cord and synapse on various pain-sensing intra- and extracranial structures, such as the dura mater. Pain signals are then further transmitted via second-order ascending neurons to the brainstem, hypothalamus, and thalamic nuclei, and from there to several cortical regions (e.g. auditory, visual, motor cortices).[A189207] The trigeminal ganglion appears to amplify and perpetuate the migraine headache pain through the activation of perivascular fibers and the release of molecules involved in pain generation, such as calcitonin gene-related peptide (CGRP).[A189207]

The α-isoform of CGRP, expressed in primary sensory neurons, is a potent vasodilator and has been implicated in",N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1,KRNAOFGYEFKHPB-ANJVHQHFSA-N,534.568,2.95,51049968,CHEMBL2178422,
DB12459,Belotecan,small molecule,256411-32-2,27Z82M2G1N,L01CE04,investigational,,,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC=CC1=C3CCNC(C)C)C2=O,LNHWXBUNXOXMRL-VWLOTQADSA-N,433.508,1.69,6456014,CHEMBL2111084,
DB12461,GLPG-0492,small molecule,1215085-92-9,8O59X1ACZT,,investigational,,,CN1C(=O)N(C(=O)[C@@]1(CO)C1=CC=CC=C1)C1=CC=C(C#N)C(=C1)C(F)(F)F,VAJGULUVTFDTAS-GOSISDBHSA-N,389.334,2.71,59317190,CHEMBL2178100,
DB12465,Ketanserin,small molecule,74050-98-9,97F9DE4CT4,C02KD01,investigational,,,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,FPCCSQOGAWCVBH-UHFFFAOYSA-N,395.434,3.61,3822,CHEMBL51,C07464
DB12466,Favipiravir,small molecule,259793-96-9,EW5GL2X7E0,J05AX27,approved|investigational,"In 2014, favipiravir was approved in Japan to treat cases of influenza that were unresponsive to conventional treatment.[A191721] Given its efficacy at targetting several strains of influenza, it has been investigated in other countries to treat novel viruses including Ebola and most recently, COVID-19.[A191688,A191724,L12012]","The mechanism of action of favipiravir is novel compared to existing influenza antivirals that primarily prevent entry and exit of the virus from cells.[A191688] The active favipiravir-RTP selectively inhibits RNA polymerase and prevents replication of the viral genome.[L12075] There are several hypotheses as to how favipiravir-RTP interacts with RNA dependent RNA polymerase (RdRp).[A191688] Some studies have shown that when favipiravir-RTP is incorporated into a nascent RNA strand, it prevents RNA strand elongation and viral proliferation.[A191688] Studies have also found that the presence of purine analogs can reduce favipiravir’s antiviral activity, suggesting competition between favipiravir-RTP and purine nucleosides for RdRp binding.[A191688]

Although favipiravir was originally developed to treat influenza, the RdRp catalytic domain (favipiravir's primary target), is expected to be similar for other RNA viruses.[A191688] This conserved RdRp catalytic domain contributes to favip",NC(=O)C1=NC(F)=CN=C1O,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,157.104,0.25,492405,CHEMBL221722,
